response,token,correct,contrast,vib_style,placement,pID
besiege,besiege,1,vf,amp,neck,6
jerry,jerry,1,vf,ctrl,neck,6
swam,swam,1,Vhl,amp,neck,6
struck,struck,1,Vhl,amp,neck,6
bad,bad,1,Vhl,amp,neck,6
ban,ban,1,vs,ctrl,neck,6
lock,log,0,vs,amp,neck,6
pat,pat,1,vs,ctrl,neck,6
fens,fens,1,vf,ctrl,neck,6
league,league,1,vs,lowfi,neck,6
hers,hers,1,vf,lowfi,neck,6
peach,peach,1,Vhl,ctrl,neck,6
fleas,fleas,1,vf,amp,neck,6
seek,seek,1,Vhl,ctrl,neck,6
manse,manse,1,vf,amp,neck,6
man,man,1,Vhl,ctrl,neck,6
dab,dab,1,vs,amp,neck,6
vast,fast,0,vf,ctrl,neck,6
khaki,khaki,1,Vhl,amp,neck,6
bang,bang,1,vs,amp,neck,6
calf,calf,1,vf,amp,neck,6
fetid,vetted,0,vf,amp,neck,6
fuzz,fuzz,1,vf,lowfi,neck,6
moos,moos,1,vf,amp,neck,6
believe,believe,1,vf,amp,neck,6
pain,pain,1,vs,lowfi,neck,6
bun,bun,1,Vhl,ctrl,neck,6
hull,hull,1,Vhl,amp,neck,6
nap,nap,1,vs,ctrl,neck,6
chuck,chuck,1,Vhl,ctrl,neck,6
touch,touch,1,Vhl,lowfi,neck,6
zinc,zinc,1,vf,amp,neck,6
baste,baste,1,vs,amp,neck,6
tick,tick,1,Vhl,lowfi,neck,6
fan,van,0,vf,ctrl,neck,6
live,life,0,vf,ctrl,hands,6
peace,peace,1,Vhl,lowfi,hands,6
patter,patter,1,Vhl,amp,hands,6
sack,sack,1,vf,ctrl,hands,6
Bart,bard,0,vs,ctrl,hands,6
bias,bias,1,vf,ctrl,hands,6
deem,damn,0,Vhl,lowfi,hands,6
wink,wank,0,Vhl,amp,hands,6
vat,fat,0,vf,lowfi,hands,6
bar,bar,1,vs,lowfi,hands,6
price,prize,0,vf,ctrl,hands,6
lug,lug,1,Vhl,ctrl,hands,6
atom,atom,1,vs,ctrl,hands,6
doom,doom,1,vs,lowfi,hands,6
dry,dry,1,vs,lowfi,hands,6
teat,teat,1,Vhl,lowfi,hands,6
lip,lip,1,vs,amp,hands,6
chip,chip,1,Vhl,lowfi,hands,6
class,glass,0,vs,ctrl,hands,6
gremlin,gremlin,1,vs,lowfi,hands,6
bed,bed,1,vs,amp,hands,6
pi,by,0,vs,amp,hands,6
fret,fret,1,vs,lowfi,hands,6
tale,tale,1,vs,amp,hands,6
vile,file,0,vf,amp,hands,6
pence,pens,0,vf,ctrl,hands,6
cot,cod,0,vs,amp,hands,6
mass,mass,1,Vhl,ctrl,hands,6
proof,proof,1,vf,lowfi,hands,6
toot,toot,1,Vhl,ctrl,hands,6
lace,lace,1,vf,lowfi,hands,6
cheek,cheek,1,Vhl,lowfi,hands,6
Kay,Kay,1,vs,amp,hands,6
vocal,vocal,1,vf,ctrl,hands,6
zoo,zoo,1,vf,ctrl,hands,6
blank,blank,1,vs,amp,hands,6
bile,pile,0,vs,amp,hands,6
rifle,rifle,1,vf,ctrl,hands,6
chin,chin,1,vf,ctrl,hands,6
wack,wack,1,Vhl,lowfi,hands,6
begun,begun,1,Vhl,ctrl,hands,6
bawd,bawd,1,vs,lowfi,hands,6
race,race,1,vf,amp,hands,6
wife,wife,1,vf,lowfi,hands,6
zip,zip,1,vf,amp,hands,6
ass,ass,1,vf,amp,hands,6
lop,lop,1,Vhl,lowfi,hands,6
gat,gat,1,vs,amp,hands,6
zips,zips,1,Vhl,amp,hands,6
vale,vale,1,vf,amp,hands,6
graph,graph,1,vf,lowfi,hands,6
reviews,reviews,1,vf,amp,hands,6
phase,phase,1,vf,lowfi,hands,6
rang,rang,1,Vhl,ctrl,hands,6
vary,vary,1,vf,lowfi,hands,6
slack,slack,1,Vhl,amp,hands,6
ton,ton,1,vs,ctrl,hands,6
bat,bad,0,vs,ctrl,hands,6
tons,tons,1,Vhl,amp,hands,6
toll,dole,0,vs,lowfi,hands,6
tense,tense,1,vf,lowfi,hands,6
beef,beef,1,Vhl,amp,hands,6
bleed,bleat,0,vs,amp,hands,6
thy,thigh,0,vf,ctrl,hands,6
trays,trays,1,vf,lowfi,hands,6
zap,sap,0,vf,ctrl,hands,6
boop,boop,1,vs,ctrl,hands,6
hard,hard,1,Vhl,amp,hands,6
pin,pin,1,vs,amp,hands,6
dame,dame,1,vs,ctrl,hands,6
shard,shard,1,Vhl,lowfi,hands,6
knap,knap,1,Vhl,lowfi,hands,6
bark,bark,1,Vhl,ctrl,hands,6
loss,loss,1,Vhl,lowfi,hands,6
smog,smock,0,vs,lowfi,hands,6
fit,fit,1,Vhl,amp,hands,6
kate,kate,1,vs,amp,hands,6
beam,beam,1,Vhl,lowfi,hands,6
stoop,stoop,1,Vhl,amp,hands,6
lam,lam,1,Vhl,lowfi,hands,6
buzz,buzz,1,vf,ctrl,hands,6
mutt,mutt,1,Vhl,lowfi,hands,6
shook,shook,1,Vhl,ctrl,hands,6
dream,dream,1,Vhl,lowfi,hands,6
deed,deed,1,Vhl,amp,hands,6
nark,nark,1,Vhl,amp,hands,6
pair,pair,1,vs,lowfi,hands,6
cheer,jeer,0,vf,lowfi,hands,6
six,six,1,Vhl,ctrl,hands,6
damn,damn,1,Vhl,lowfi,hands,6
patch,patch,1,Vhl,amp,neck,12
pan,ban,0,vs,amp,neck,12
bet,bet,1,vs,amp,neck,12
graph,graph,1,vf,lowfi,neck,12
tense,tense,1,vf,amp,neck,12
Adam,atom,0,vs,ctrl,neck,12
phase,face,0,vf,amp,neck,12
beseech,beseech,1,vf,amp,neck,12
book,bark,0,Vhl,amp,neck,12
clot,clod,0,vs,ctrl,neck,12
vocal,vocal,1,vf,ctrl,neck,12
deafen,Devon,0,vf,lowfi,neck,12
shelf,shelve,0,vf,ctrl,neck,12
tomb,tomb,1,vs,amp,neck,12
niece,niece,1,vf,ctrl,neck,12
cuss,cuz,0,vf,lowfi,neck,12
trace,trays,0,vf,lowfi,neck,12
badge,batch,0,vf,lowfi,neck,12
pain,bane,0,vs,lowfi,neck,12
teeth,teethe,0,vf,ctrl,neck,12
calf,calf,1,vf,ctrl,neck,12
drum,drum,1,Vhl,lowfi,neck,12
league,league,1,Vhl,ctrl,neck,12
meet,meet,1,Vhl,amp,neck,12
nab,nap,0,vs,amp,neck,12
proof,proof,1,Vhl,lowfi,neck,12
zoo,zoo,1,vf,amp,neck,12
vile,vile,1,vf,ctrl,neck,12
teat,teat,1,Vhl,ctrl,neck,12
mean,mean,1,Vhl,amp,neck,12
pay,bay,0,vs,lowfi,neck,12
struck,streak,0,Vhl,ctrl,neck,12
as,ass,0,vf,amp,neck,12
tot,toot,0,Vhl,amp,neck,12
peed,bead,0,vs,amp,neck,12
viz,viz,1,vf,ctrl,neck,12
dry,try,0,vs,lowfi,neck,12
fart,foot,0,Vhl,amp,neck,12
stoop,stop,0,Vhl,ctrl,neck,12
bawd,bought,0,vs,ctrl,neck,12
chip,chap,0,Vhl,amp,neck,12
soup,soup,1,Vhl,amp,neck,12
fleece,fleece,1,vf,lowfi,neck,12
fence,fence,1,vf,amp,neck,12
lace,laze,0,vf,amp,neck,12
wank,wank,1,Vhl,ctrl,neck,12
vat,vat,1,vf,amp,neck,12
hull,heel,0,Vhl,ctrl,neck,12
pee,bee,0,vs,amp,neck,12
bleed,bleed,1,vs,amp,neck,12
boot,booed,0,vs,amp,neck,12
tram,trim,0,Vhl,lowfi,neck,12
dad,deed,0,Vhl,amp,neck,12
fuss,fuss,1,vf,lowfi,neck,12
live,live,1,vf,lowfi,neck,12
should,should,1,Vhl,lowfi,neck,12
rival,rival,1,vf,amp,neck,12
moose,moos,0,vf,amp,neck,12
loose,loose,1,Vhl,amp,neck,12
pal,pal,1,Vhl,amp,neck,12
waggle,waggle,1,Vhl,amp,neck,12
waiver,wafer,0,vf,lowfi,neck,12
gay,Kay,0,vs,ctrl,neck,12
cluck,clique,0,Vhl,lowfi,neck,12
zinc,zinc,1,vf,ctrl,neck,12
buzz,buzz,1,vf,lowfi,neck,12
touch,touch,1,Vhl,lowfi,neck,12
khaki,cookie,0,Vhl,ctrl,neck,12
time,time,1,vs,ctrl,neck,12
thigh,thigh,1,vf,amp,neck,12
fender,vendor,0,vf,ctrl,neck,12
drill,trill,0,vs,ctrl,neck,12
gill,gill,1,vs,lowfi,neck,12
dim,damn,0,Vhl,lowfi,neck,12
bare,pair,0,vs,amp,neck,12
lam,limb,0,Vhl,lowfi,neck,12
begun,begin,0,Vhl,lowfi,neck,12
fast,vast,0,vf,ctrl,neck,12
bead,bad,0,Vhl,amp,neck,12
zip,zip,1,vf,amp,neck,12
vend,vend,1,vs,amp,neck,12
blood,bleed,0,Vhl,ctrl,neck,12
lib,lip,0,vs,ctrl,neck,12
prod,prod,1,Vhl,ctrl,neck,12
bin,bun,0,Vhl,amp,neck,12
proove,proove,1,vf,amp,neck,12
seek,sack,0,Vhl,lowfi,neck,12
lucky,leaky,0,Vhl,ctrl,neck,12
lobe,lope,0,vs,lowfi,neck,12
smock,smock,1,vs,ctrl,neck,12
chin,gin,0,vf,ctrl,hands,12
manse,mans,0,vf,lowfi,hands,12
chick,chick,1,Vhl,ctrl,hands,12
bang,bang,1,vs,ctrl,hands,12
tan,Dan,0,vs,lowfi,hands,12
done,done,1,vs,lowfi,hands,12
cave,cave,1,vs,ctrl,hands,12
buff,buff,1,Vhl,lowfi,hands,12
shook,shook,1,Vhl,amp,hands,12
chain,Jane,0,vf,ctrl,hands,12
prize,prize,1,vf,lowfi,hands,12
nook,nook,1,Vhl,ctrl,hands,12
slick,slick,1,Vhl,amp,hands,12
chuck,chuck,1,Vhl,amp,hands,12
peach,beach,0,vs,ctrl,hands,12
race,raze,0,vf,lowfi,hands,12
safe,safe,1,vf,lowfi,hands,12
cherry,cherry,1,vf,ctrl,hands,12
vetted,vetted,1,vf,lowfi,hands,12
fan,van,0,vf,lowfi,hands,12
swim,swim,1,Vhl,lowfi,hands,12
vale,vale,1,vf,amp,hands,12
patty,patty,1,vs,amp,hands,12
damn,damn,1,Vhl,ctrl,hands,12
bat,bat,1,vs,ctrl,hands,12
refuse,reviews,0,vf,amp,hands,12
by,by,1,vs,amp,hands,12
shack,shack,1,vf,amp,hands,12
vox,vox,1,vf,lowfi,hands,12
fault,vault,0,vf,lowfi,hands,12
at,at,1,vs,ctrl,hands,12
lose,lose,1,vf,lowfi,hands,12
tuck,tuck,1,vs,ctrl,hands,12
fret,fred,0,vs,lowfi,hands,12
cot,cot,1,vs,lowfi,hands,12
cop,cob,0,vs,amp,hands,12
down,down,1,vs,ctrl,hands,12
pack,pack,1,vs,ctrl,hands,12
log,log,1,vs,ctrl,hands,12
dole,toll,0,vs,amp,hands,12
knap,knap,1,Vhl,ctrl,hands,12
tab,tab,1,vs,ctrl,hands,12
tack,tick,0,Vhl,lowfi,hands,12
pence,pence,1,vf,lowfi,hands,12
rang,rang,1,Vhl,lowfi,hands,12
fit,fit,1,Vhl,lowfi,hands,12
class,class,1,vs,ctrl,hands,12
wive,wive,1,vf,amp,hands,12
tame,tame,1,vs,ctrl,hands,12
bard,bard,1,vs,amp,hands,12
zap,zap,1,vf,lowfi,hands,12
miss,miss,1,Vhl,amp,hands,12
chest,chest,1,vf,ctrl,hands,12
as,as,1,Vhl,lowfi,hands,12
loop,loop,1,Vhl,lowfi,hands,12
bar,par,0,vs,ctrl,hands,12
leek,leek,1,vs,lowfi,hands,12
pant,pant,1,vs,ctrl,hands,12
rick,rig,0,vs,lowfi,hands,12
Kremlin,gremlin,0,vs,ctrl,hands,12
boop,boop,1,vs,amp,hands,12
dale,dale,1,vs,amp,hands,12
woos,was,0,Vhl,ctrl,hands,12
tons,tons,1,Vhl,ctrl,hands,12
pus,peace,0,Vhl,lowfi,hands,12
cheer,cheer,1,vf,ctrl,hands,12
kate,gait,0,vs,amp,hands,12
zips,zips,1,Vhl,ctrl,hands,12
hood,hard,0,Vhl,lowfi,hands,12
weak,weak,1,Vhl,ctrl,hands,12
baste,paste,0,vs,amp,hands,12
sack,sack,1,vf,amp,hands,12
define,define,1,vf,lowfi,hands,12
cat,cat,1,vs,amp,hands,12
bile,pile,0,vs,lowfi,hands,12
sax,sax,1,Vhl,amp,hands,12
dep,dep,1,vs,lowfi,hands,12
gnat,gnat,1,Vhl,lowfi,hands,12
bias,bias,1,vf,amp,hands,12
hers,hearse,0,vf,ctrl,hands,12
cat,cad,0,vs,lowfi,hands,12
believe,belief,0,vf,lowfi,hands,12
bat,bad,0,vs,lowfi,hands,12
beam,beam,1,Vhl,ctrl,hands,12
bin,bin,1,vs,lowfi,hands,12
peter,patter,0,Vhl,lowfi,hands,12
fairy,vary,0,vf,amp,hands,12
eyes,eyes,1,vf,ctrl,hands,12
meat,mat,0,Vhl,ctrl,hands,12
blank,plank,0,vs,amp,hands,12
lug,lug,1,Vhl,lowfi,hands,25
cad,cad,1,vs,ctrl,hands,25
prize,price,0,vf,ctrl,hands,25
wife,wife,1,vf,amp,hands,25
lace,lace,1,vf,amp,hands,25
booed,booed,1,vs,lowfi,hands,25
zap,sap,0,vf,amp,hands,25
pi,pi,1,vs,ctrl,hands,25
tick,tick,1,Vhl,amp,hands,25
rival,rifle,0,vf,ctrl,hands,25
toll,dole,0,vs,lowfi,hands,25
divine,divine,1,vf,ctrl,hands,25
pair,bare,0,vs,lowfi,hands,25
tot,toot,0,Vhl,lowfi,hands,25
woos,woos,1,Vhl,amp,hands,25
sink,sink,1,vf,lowfi,hands,25
calve,calf,0,vf,lowfi,hands,25
tuck,tuck,1,vs,amp,hands,25
hers,hers,1,vf,ctrl,hands,25
prod,prod,1,Vhl,amp,hands,25
kate,gait,0,vs,amp,hands,25
slack,slick,0,Vhl,ctrl,hands,25
tomb,tomb,1,vs,amp,hands,25
mat,meat,0,Vhl,lowfi,hands,25
pan,pan,1,vs,lowfi,hands,25
vault,fault,0,vf,amp,hands,25
as,ass,0,vf,amp,hands,25
league,league,1,vs,ctrl,hands,25
meet,meet,1,Vhl,lowfi,hands,25
cherry,jerry,0,vf,amp,hands,25
ton,done,0,vs,amp,hands,25
fred,fret,0,vs,lowfi,hands,25
blank,plank,0,vs,lowfi,hands,25
fence,fens,0,vf,ctrl,hands,25
buff,buff,1,Vhl,ctrl,hands,25
chick,chick,1,Vhl,lowfi,hands,25
vary,vary,1,vf,amp,hands,25
fizz,viz,0,vf,ctrl,hands,25
wack,wack,1,Vhl,amp,hands,25
fuss,fuzz,0,vf,lowfi,hands,25
should,shard,0,Vhl,ctrl,hands,25
bet,bed,0,vs,ctrl,hands,25
cave,gave,0,vs,amp,hands,25
log,log,1,vs,lowfi,hands,25
proove,proove,1,vf,ctrl,hands,25
bat,bad,0,vs,amp,hands,25
fail,fail,1,vf,lowfi,hands,25
swim,swam,0,Vhl,ctrl,hands,25
loose,loose,1,vf,lowfi,hands,25
cop,cop,1,vs,amp,hands,25
trill,trill,1,vs,ctrl,hands,25
at,add,0,vs,amp,hands,25
sack,seek,0,Vhl,amp,hands,25
deb,dep,0,vs,ctrl,hands,25
stop,stop,1,Vhl,amp,hands,25
zaps,zips,0,Vhl,ctrl,hands,25
beam,bum,0,Vhl,lowfi,hands,25
cookie,cookie,1,Vhl,lowfi,hands,25
cat,cat,1,vs,amp,hands,25
live,life,0,vf,amp,hands,25
soup,soup,1,Vhl,amp,hands,25
batty,patty,0,vs,ctrl,hands,25
neat,neat,1,Vhl,lowfi,hands,25
dab,dab,1,vs,lowfi,hands,25
Kay,gay,0,vs,lowfi,hands,25
pang,pang,1,vs,amp,hands,25
glass,glass,1,vs,lowfi,hands,25
bin,pin,0,vs,lowfi,hands,25
wank,wink,0,Vhl,lowfi,hands,25
atom,atom,1,vs,ctrl,hands,25
bin,bin,1,Vhl,lowfi,hands,25
teethe,teethe,1,vf,amp,hands,25
shack,jack,0,vf,amp,hands,25
loose,loose,1,Vhl,amp,hands,25
tense,tense,1,vf,amp,hands,25
raze,raze,1,vf,lowfi,hands,25
paste,baste,0,vs,lowfi,hands,25
prof,proof,0,Vhl,lowfi,hands,25
trays,trays,1,vf,lowfi,hands,25
peach,peach,1,vs,lowfi,hands,25
pal,pill,0,Vhl,amp,hands,25
save,safe,0,vf,ctrl,hands,25
fast,vast,0,vf,amp,hands,25
begun,begin,0,Vhl,lowfi,hands,25
clique,cluck,0,Vhl,amp,hands,25
pay,pay,1,vs,amp,hands,25
zoo,sue,0,vf,ctrl,hands,25
zip,sip,0,vf,ctrl,hands,25
sack,sack,1,vf,ctrl,hands,25
thy,thigh,0,vf,lowfi,hands,25
cod,cod,1,vs,amp,neck,25
tan,tan,1,vs,lowfi,neck,25
moose,moose,1,vf,lowfi,neck,25
deed,deed,1,Vhl,amp,neck,25
chip,chip,1,Vhl,ctrl,neck,25
phase,phase,1,vf,ctrl,neck,25
tram,tram,1,Vhl,amp,neck,25
chin,chin,1,vf,ctrl,neck,25
teens,teens,1,Vhl,ctrl,neck,25
vetted,fetid,0,vf,lowfi,neck,25
batch,batch,1,vf,amp,neck,25
patch,patch,1,Vhl,amp,neck,25
deafen,deafen,1,vf,ctrl,neck,25
waiver,waiver,1,vf,ctrl,neck,25
mass,miss,0,Vhl,ctrl,neck,25
chuck,cheek,0,Vhl,lowfi,neck,25
fit,fit,1,Vhl,lowfi,neck,25
knap,nip,0,Vhl,ctrl,neck,25
dime,dime,1,vs,ctrl,neck,25
vocal,focal,0,vf,lowfi,neck,25
chest,chest,1,vf,amp,neck,25
dame,tame,0,vs,lowfi,neck,25
pat,pat,1,vs,lowfi,neck,25
fox,fox,1,vf,amp,neck,25
bead,bead,1,Vhl,amp,neck,25
sax,sax,1,Vhl,amp,neck,25
mean,man,0,Vhl,lowfi,neck,25
rick,rick,1,vs,lowfi,neck,25
struck,streak,0,Vhl,amp,neck,25
chain,Jane,0,vf,lowfi,neck,25
rang,rang,1,Vhl,amp,neck,25
hard,hood,0,Vhl,ctrl,neck,25
lucky,lucky,1,Vhl,ctrl,neck,25
lip,lib,0,vs,ctrl,neck,25
teach,teach,1,Vhl,ctrl,neck,25
bark,bark,1,Vhl,amp,neck,25
pence,pens,0,vf,lowfi,neck,25
reviews,refuse,0,vf,lowfi,neck,25
bus,buzz,0,vf,ctrl,neck,25
poop,poop,1,vs,amp,neck,25
bar,bar,1,vs,ctrl,neck,25
waggle,waggle,1,Vhl,ctrl,neck,25
peace,pus,0,Vhl,lowfi,neck,25
believe,belief,0,vf,lowfi,neck,25
vent,vent,1,vs,ctrl,neck,25
damn,damn,1,Vhl,amp,neck,25
lam,lam,1,Vhl,ctrl,neck,25
smog,smock,0,vs,lowfi,neck,25
deem,deem,1,Vhl,lowfi,neck,25
fender,fender,1,vf,lowfi,neck,25
peed,peed,1,vs,lowfi,neck,25
bleat,bleat,1,vs,ctrl,neck,25
nap,nab,0,vs,lowfi,neck,25
shelve,shelf,0,vf,ctrl,neck,25
cuz,cuz,1,vf,amp,neck,25
fat,vat,0,vf,ctrl,neck,25
lobe,lobe,1,vs,ctrl,neck,25
dream,drum,0,Vhl,ctrl,neck,25
pack,back,0,vs,ctrl,neck,25
town,down,0,vs,ctrl,neck,25
foot,fart,0,Vhl,amp,neck,25
ease,as,0,Vhl,amp,neck,25
knees,knees,1,vf,ctrl,neck,25
Kremlin,Kremlin,1,vs,lowfi,neck,25
jeer,cheer,0,vf,ctrl,neck,25
vile,vile,1,vf,amp,neck,25
mans,manse,0,vf,lowfi,neck,25
bee,bee,1,vs,ctrl,neck,25
graph,graph,1,vf,amp,neck,25
tale,tale,1,vs,amp,neck,25
fan,van,0,vf,ctrl,neck,25
bawd,bawd,1,vs,lowfi,neck,25
heel,heel,1,Vhl,lowfi,neck,25
bard,bard,1,vs,amp,neck,25
besiege,besiege,1,vf,ctrl,neck,25
pain,pain,1,vs,lowfi,neck,25
kill,gill,0,vs,ctrl,neck,25
fleece,fleece,1,vf,amp,neck,25
loop,lop,0,Vhl,ctrl,neck,25
pant,bant,0,vs,amp,neck,25
bias,bias,1,vf,ctrl,neck,25
nark,nark,1,Vhl,ctrl,neck,25
clot,clot,1,vs,ctrl,neck,25
shark,shark,1,Vhl,amp,neck,25
tat,tat,1,Vhl,amp,neck,25
patter,peter,0,Vhl,amp,neck,25
ice,ice,1,vf,lowfi,neck,25
try,try,1,vs,amp,neck,25
blood,blood,1,Vhl,ctrl,neck,25
pile,bile,0,vs,lowfi,neck,25
dime,dime,1,vs,ctrl,neck,28
gay,gay,1,vs,lowfi,neck,28
rival,rival,1,vf,lowfi,neck,28
done,done,1,vs,ctrl,neck,28
cuss,cuss,1,vf,lowfi,neck,28
bar,par,0,vs,lowfi,neck,28
cheek,chuck,0,Vhl,lowfi,neck,28
ass,as,0,vf,ctrl,neck,28
peach,beach,0,vs,amp,neck,28
jest,chest,0,vf,ctrl,neck,28
bile,bile,1,vs,lowfi,neck,28
bad,bat,0,vs,ctrl,neck,28
vetted,vetted,1,vf,lowfi,neck,28
buyers,bias,0,vf,lowfi,neck,28
beseech,beseech,1,vf,lowfi,neck,28
beef,beef,1,Vhl,ctrl,neck,28
thigh,thy,0,vf,ctrl,neck,28
heel,hull,0,Vhl,amp,neck,28
eyes,ice,0,vf,ctrl,neck,28
sack,sack,1,vf,ctrl,neck,28
tuck,tuck,1,vs,lowfi,neck,28
wife,wife,1,vf,lowfi,neck,28
deed,deed,1,Vhl,amp,neck,28
hearse,hearse,1,vf,lowfi,neck,28
gill,kill,0,vs,ctrl,neck,28
Devon,deafen,0,vf,ctrl,neck,28
leek,leek,1,vs,amp,neck,28
cherry,jerry,0,vf,lowfi,neck,28
deem,damn,0,Vhl,amp,neck,28
race,raze,0,vf,lowfi,neck,28
chip,chip,1,Vhl,lowfi,neck,28
tale,tale,1,vs,lowfi,neck,28
shelve,shelf,0,vf,ctrl,neck,28
poop,poop,1,vs,lowfi,neck,28
ease,as,0,Vhl,amp,neck,28
six,six,1,Vhl,lowfi,neck,28
believe,belief,0,vf,ctrl,neck,28
trace,trace,1,vf,lowfi,neck,28
stop,stoop,0,Vhl,ctrl,neck,28
proof,proove,0,vf,lowfi,neck,28
khaki,khaki,1,Vhl,lowfi,neck,28
beam,beam,1,Vhl,ctrl,neck,28
toot,toot,1,Vhl,amp,neck,28
down,town,0,vs,amp,neck,28
dame,dame,1,vs,amp,neck,28
slack,slick,0,Vhl,ctrl,neck,28
smog,smock,0,vs,ctrl,neck,28
limb,lam,0,Vhl,lowfi,neck,28
refuse,refuse,1,vf,amp,neck,28
chain,Jane,0,vf,lowfi,neck,28
plank,plank,1,vs,lowfi,neck,28
bin,bin,1,vs,amp,neck,28
dole,toll,0,vs,ctrl,neck,28
clique,cluck,0,Vhl,lowfi,neck,28
prize,prize,1,vf,lowfi,neck,28
teat,teat,1,Vhl,amp,neck,28
divine,divine,1,vf,amp,neck,28
zip,zip,1,vf,amp,neck,28
pence,pens,0,vf,amp,neck,28
badge,batch,0,vf,lowfi,neck,28
bare,pair,0,vs,lowfi,neck,28
lop,lop,1,Vhl,amp,neck,28
atom,atom,1,vs,amp,neck,28
should,shard,0,Vhl,lowfi,neck,28
clot,clot,1,vs,amp,neck,28
fast,fast,1,vf,ctrl,neck,28
face,face,1,vf,lowfi,neck,28
tan,tan,1,vs,ctrl,neck,28
bead,peed,0,vs,amp,neck,28
vent,vend,0,vs,amp,neck,28
wiggle,waggle,0,Vhl,ctrl,neck,28
shack,shack,1,vf,lowfi,neck,28
hard,hood,0,Vhl,amp,neck,28
prof,prof,1,Vhl,amp,neck,28
patter,peter,0,Vhl,ctrl,neck,28
nook,nark,0,Vhl,ctrl,neck,28
pan,ban,0,vs,amp,neck,28
tense,tense,1,vf,ctrl,neck,28
fizz,viz,0,vf,ctrl,neck,28
pang,bang,0,vs,lowfi,neck,28
at,at,1,vs,lowfi,neck,28
meet,meet,1,Vhl,lowfi,neck,28
deb,dep,0,vs,amp,neck,28
miss,mass,0,Vhl,lowfi,neck,28
fox,fox,1,vf,ctrl,neck,28
chin,chin,1,vf,lowfi,neck,28
cot,cod,0,vs,amp,neck,28
calf,calf,1,vf,amp,neck,28
leaky,lucky,0,Vhl,ctrl,neck,28
nap,nap,1,vs,lowfi,neck,28
foot,fart,0,Vhl,amp,hands,28
vat,vat,1,vf,ctrl,hands,28
tram,trim,0,Vhl,ctrl,hands,28
bought,bawd,0,vs,ctrl,hands,28
grave,grave,1,vf,ctrl,hands,28
wafer,wafer,1,vf,lowfi,hands,28
bee,pee,0,vs,lowfi,hands,28
manse,mans,0,vf,lowfi,hands,28
pi,pi,1,vs,lowfi,hands,28
baste,paste,0,vs,amp,hands,28
league,league,1,Vhl,amp,hands,28
weak,wack,0,Vhl,amp,hands,28
boot,booed,0,vs,amp,hands,28
fuss,fuss,1,vf,amp,hands,28
fleas,fleas,1,vf,ctrl,hands,28
zinc,zinc,1,vf,lowfi,hands,28
fence,fens,0,vf,ctrl,hands,28
tack,tack,1,Vhl,amp,hands,28
back,pack,0,vs,lowfi,hands,28
lip,lip,1,vs,lowfi,hands,28
teens,teens,1,Vhl,ctrl,hands,28
prod,prod,1,Vhl,lowfi,hands,28
peach,patch,0,Vhl,ctrl,hands,28
cave,cave,1,vs,amp,hands,28
zoo,zoo,1,vf,ctrl,hands,28
tab,dab,0,vs,amp,hands,28
cat,cad,0,vs,ctrl,hands,28
class,class,1,vs,amp,hands,28
fat,fat,1,Vhl,amp,hands,28
tomb,tomb,1,vs,amp,hands,28
bleed,bleed,1,Vhl,ctrl,hands,28
fender,fender,1,vf,amp,hands,28
gat,gat,1,vs,amp,hands,28
life,live,0,vf,lowfi,hands,28
teeth,teethe,0,vf,ctrl,hands,28
drum,drum,1,Vhl,amp,hands,28
neat,gnat,0,Vhl,amp,hands,28
peace,pus,0,Vhl,ctrl,hands,28
teach,teach,1,Vhl,ctrl,hands,28
lose,lose,1,vf,ctrl,hands,28
gremlin,Kremlin,0,vs,lowfi,hands,28
cob,cop,0,vs,amp,hands,28
drill,trill,0,vs,ctrl,hands,28
vault,fault,0,vf,ctrl,hands,28
lobe,lobe,1,vs,amp,hands,28
pay,pay,1,vs,lowfi,hands,28
bat,bat,1,vs,ctrl,hands,28
was,was,1,Vhl,lowfi,hands,28
begin,begin,1,Vhl,ctrl,hands,28
pant,bant,0,vs,ctrl,hands,28
wank,wank,1,Vhl,lowfi,hands,28
bun,bun,1,Vhl,amp,hands,28
fan,fan,1,vf,amp,hands,28
kate,kate,1,vs,lowfi,hands,28
mean,mean,1,Vhl,ctrl,hands,28
safe,safe,1,vf,ctrl,hands,28
file,file,1,vf,lowfi,hands,28
try,dry,0,vs,ctrl,hands,28
moose,moos,0,vf,ctrl,hands,28
mat,mat,1,Vhl,amp,hands,28
bleed,bleed,1,vs,lowfi,hands,28
streak,struck,0,Vhl,lowfi,hands,28
bard,bard,1,vs,amp,hands,28
fairy,vary,0,vf,ctrl,hands,28
bet,bet,1,vs,amp,hands,28
rig,rick,0,vs,ctrl,hands,28
fail,fail,1,vf,amp,hands,28
fret,fret,1,vs,lowfi,hands,28
zaps,zaps,1,Vhl,lowfi,hands,28
swam,swam,1,Vhl,amp,hands,28
seek,sack,0,Vhl,ctrl,hands,28
lock,log,0,vs,ctrl,hands,28
lace,lace,1,vf,ctrl,hands,28
bark,bark,1,Vhl,amp,hands,28
bead,bead,1,Vhl,ctrl,hands,28
cheer,cheer,1,vf,amp,hands,28
patty,batty,0,vs,amp,hands,28
pill,pill,1,Vhl,lowfi,hands,28
shook,shook,1,Vhl,amp,hands,28
zap,zap,1,vf,amp,hands,28
loss,loose,0,Vhl,ctrl,hands,28
chick,chuck,0,Vhl,ctrl,hands,28
bus,bus,1,vf,amp,hands,28
